checkpoint,language,task,lm_task_name,accuracy,num_fewshot,random_chance,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var,rankme_layer,rankme_aggregation
562B,Chinese,m_mmlu,m_mmlu_zh,0.26486897075579185,5,0.25,155.4161,19.7126,0.660514,0.1548,0.4269,0.5165,0.6032,0.6577,0.7085,0.7785,0.8376,0.9027,layer_29,last
573B,Chinese,m_mmlu,m_mmlu_zh,0.26479301177364223,5,0.25,154.8023,19.6943,0.661166,0.1519,0.4266,0.5168,0.6041,0.6586,0.7093,0.779,0.838,0.903,layer_29,last
583B,Chinese,m_mmlu,m_mmlu_zh,0.26213444739840486,5,0.25,157.3169,19.713,0.654903,0.1551,0.4246,0.5147,0.6021,0.6564,0.7066,0.7762,0.8354,0.9009,layer_29,last
593B,Chinese,m_mmlu,m_mmlu_zh,0.2613748575769085,5,0.25,157.0904,19.6238,0.656481,0.1591,0.4237,0.5143,0.6018,0.6564,0.707,0.7769,0.8361,0.9015,layer_29,last
10B,English,m_mmlu,m_mmlu_en,0.26919595715794237,5,0.25,268.129,18.8811,0.661561,0.2072,0.3494,0.4011,0.4727,0.5312,0.5965,0.6979,0.7842,0.8745,layer_29,last
21B,English,m_mmlu,m_mmlu_en,0.27040277568260673,5,0.25,184.7242,13.2285,0.63784,0.2368,0.4202,0.4661,0.5289,0.5802,0.6362,0.7229,0.7984,0.8797,layer_29,last
31B,English,m_mmlu,m_mmlu_en,0.255996379544426,5,0.25,132.1232,10.36,0.635445,0.2679,0.4728,0.5204,0.5795,0.6254,0.6754,0.7522,0.8193,0.8916,layer_29,last
42B,English,m_mmlu,m_mmlu_en,0.2604465228541258,5,0.25,113.3561,9.7414,0.633123,0.271,0.4993,0.5487,0.6063,0.6499,0.6967,0.768,0.8303,0.8978,layer_29,last
52B,English,m_mmlu,m_mmlu_en,0.25614723186000904,5,0.25,101.3677,8.9902,0.631947,0.2831,0.5187,0.5652,0.6211,0.6626,0.7075,0.7756,0.8355,0.9007,layer_29,last
63B,English,m_mmlu,m_mmlu_en,0.25720319806909037,5,0.25,89.275,8.1752,0.625743,0.2916,0.5392,0.5836,0.6352,0.674,0.7162,0.7813,0.839,0.9024,layer_29,last
73B,English,m_mmlu,m_mmlu_en,0.2583345904359632,5,0.25,85.9165,8.0798,0.625885,0.2909,0.5451,0.5893,0.6412,0.6801,0.7221,0.7857,0.8422,0.9042,layer_29,last
84B,English,m_mmlu,m_mmlu_en,0.255996379544426,5,0.25,83.8064,7.956,0.624421,0.2935,0.5488,0.5941,0.6448,0.6827,0.7241,0.7872,0.8431,0.9047,layer_29,last
94B,English,m_mmlu,m_mmlu_en,0.26806456479106955,5,0.25,80.3126,7.7539,0.622064,0.3017,0.5559,0.6022,0.6516,0.6886,0.729,0.7905,0.8452,0.9057,layer_29,last
105B,English,m_mmlu,m_mmlu_en,0.26527379695278325,5,0.25,75.064,7.2795,0.619941,0.314,0.5669,0.6101,0.6571,0.693,0.7322,0.7923,0.8462,0.9062,layer_29,last
