checkpoint,dataset,layer,aggregation,rankme,pr,alpha_req,top_1_var,top_5_var,top_10_var,top_25_var,top_50_var,top_100_var,top_250_var,top_500_var,top_1000_var
10B,Indonesian,layer_11,last,228.3473,26.4817,0.905932,0.145,0.3547,0.4183,0.4898,0.5537,0.6321,0.7538,0.846,0.9279
10B,Indonesian,layer_12,last,247.1601,28.3712,0.889908,0.1406,0.3406,0.4045,0.4753,0.5403,0.6213,0.7456,0.8395,0.9236
10B,Indonesian,layer_13,last,262.9127,29.6896,0.871285,0.1363,0.3352,0.3976,0.4677,0.5318,0.6104,0.7343,0.8305,0.9182
10B,Indonesian,layer_14,last,285.1411,30.9276,0.848867,0.1362,0.3269,0.3894,0.4587,0.5197,0.5943,0.7168,0.8164,0.9099
10B,Indonesian,layer_15,last,297.7179,32.1748,0.838729,0.1354,0.3215,0.3826,0.4536,0.515,0.589,0.7107,0.8113,0.9065
10B,Indonesian,layer_16,last,309.0631,32.6755,0.825643,0.1387,0.3163,0.3768,0.4485,0.5108,0.5842,0.7047,0.8058,0.9026
10B,Indonesian,layer_17,last,325.804,33.7509,0.808758,0.1379,0.3108,0.3711,0.4424,0.5037,0.5756,0.6943,0.7966,0.8967
10B,Indonesian,layer_18,last,331.2716,32.9018,0.795229,0.1437,0.3093,0.3693,0.4409,0.5016,0.5722,0.6889,0.7911,0.8926
10B,Indonesian,layer_19,last,340.8904,32.4567,0.780896,0.1476,0.3067,0.3661,0.437,0.4971,0.5663,0.6817,0.7843,0.8877
10B,Indonesian,layer_20,last,336.8761,30.6542,0.765064,0.1554,0.3094,0.372,0.4422,0.5008,0.5677,0.6792,0.78,0.8837
10B,Indonesian,layer_21,last,351.5099,31.1058,0.748293,0.1551,0.3066,0.3691,0.4376,0.495,0.5596,0.669,0.7707,0.8772
10B,Indonesian,layer_22,last,348.4087,30.758,0.741713,0.1572,0.3072,0.3727,0.4412,0.4984,0.5621,0.6703,0.7708,0.8763
10B,Indonesian,layer_23,last,346.9114,31.0902,0.737568,0.1554,0.3068,0.375,0.444,0.5009,0.5642,0.6715,0.771,0.876
10B,Indonesian,layer_24,last,351.3269,31.1464,0.734744,0.1566,0.3032,0.3715,0.4416,0.4988,0.5627,0.6708,0.7702,0.8751
10B,Indonesian,layer_25,last,335.3828,30.6255,0.735672,0.1582,0.3032,0.3786,0.4518,0.5103,0.5746,0.681,0.7774,0.8787
10B,Indonesian,layer_26,last,314.6872,30.1817,0.74393,0.1591,0.3081,0.3837,0.4629,0.5241,0.5908,0.6975,0.7904,0.8861
10B,Indonesian,layer_27,last,253.8259,23.8776,0.75026,0.1823,0.3406,0.4148,0.4978,0.5591,0.6242,0.7249,0.8102,0.8969
10B,Indonesian,layer_28,last,141.1947,12.3507,0.757835,0.2671,0.4334,0.5061,0.5819,0.6351,0.6914,0.7765,0.8464,0.9167
10B,Indonesian,layer_29,last,80.5897,7.3067,0.760592,0.3576,0.5202,0.5849,0.6512,0.6962,0.7437,0.8149,0.8728,0.931
10B,Indonesian,layer_0,mean,137.2044,30.6249,1.198705,0.1477,0.3015,0.3783,0.5118,0.6414,0.7765,0.9165,0.971,0.9912
10B,Indonesian,layer_1,mean,113.3456,18.9728,1.108161,0.2066,0.3607,0.4334,0.5541,0.667,0.7861,0.9102,0.9624,0.987
10B,Indonesian,layer_2,mean,77.8079,11.3058,1.037255,0.2717,0.4613,0.526,0.6243,0.7128,0.8057,0.9078,0.9568,0.9836
10B,Indonesian,layer_3,mean,37.8283,5.573,0.994909,0.4046,0.5934,0.6445,0.7179,0.7825,0.8496,0.9249,0.9628,0.985
10B,Indonesian,layer_4,mean,24.2235,3.8741,0.965067,0.4968,0.6608,0.7057,0.7675,0.8197,0.8737,0.9345,0.9662,0.9858
10B,Indonesian,layer_5,mean,21.7363,3.5657,0.941341,0.5203,0.676,0.7222,0.7813,0.8295,0.8791,0.9355,0.9657,0.985
10B,Indonesian,layer_6,mean,20.9263,3.3873,0.921698,0.5358,0.6812,0.7261,0.7837,0.8302,0.8781,0.9331,0.9636,0.9837
10B,Indonesian,layer_7,mean,21.2305,3.394,0.905025,0.536,0.6768,0.7256,0.7849,0.8313,0.8784,0.9319,0.9621,0.9826
10B,Indonesian,layer_8,mean,20.889,3.291,0.887675,0.5452,0.6802,0.7271,0.7853,0.8302,0.876,0.9288,0.9595,0.9811
10B,Indonesian,layer_9,mean,19.0254,3.0345,0.871546,0.5693,0.6938,0.7363,0.7911,0.8336,0.8771,0.928,0.9583,0.9802
10B,Indonesian,layer_10,mean,17.6353,2.8975,0.858604,0.5831,0.704,0.745,0.7995,0.8406,0.8817,0.9295,0.9585,0.98
10B,Indonesian,layer_11,mean,14.9391,2.607,0.845843,0.616,0.7259,0.7625,0.8128,0.8502,0.8877,0.9321,0.9594,0.9802
10B,Indonesian,layer_12,mean,13.294,2.4636,0.841928,0.6342,0.7386,0.7754,0.825,0.8611,0.8959,0.9368,0.962,0.9813
10B,Indonesian,layer_13,mean,14.1123,2.5658,0.836246,0.6209,0.7312,0.7713,0.8236,0.8598,0.8944,0.9354,0.961,0.9806
10B,Indonesian,layer_14,mean,14.43,2.5503,0.822582,0.623,0.7303,0.7688,0.8191,0.8541,0.8887,0.9308,0.9576,0.9787
10B,Indonesian,layer_15,mean,15.7148,2.7151,0.819573,0.6029,0.7213,0.7627,0.8163,0.852,0.887,0.9295,0.9566,0.9781
10B,Indonesian,layer_16,mean,18.3685,2.9867,0.817782,0.5739,0.7003,0.7461,0.8052,0.8436,0.8807,0.9256,0.9541,0.9767
10B,Indonesian,layer_17,mean,21.8216,3.3791,0.816917,0.5378,0.6778,0.7288,0.7936,0.8353,0.8745,0.9217,0.9515,0.9753
10B,Indonesian,layer_18,mean,25.2174,3.8219,0.813409,0.5031,0.661,0.7157,0.7851,0.8293,0.87,0.9185,0.9492,0.974
10B,Indonesian,layer_19,mean,28.6221,4.0616,0.804705,0.4876,0.6471,0.7013,0.7705,0.8156,0.8577,0.9091,0.9427,0.9705
10B,Indonesian,layer_20,mean,34.8444,4.7995,0.80356,0.445,0.6205,0.6803,0.7555,0.8039,0.8485,0.9024,0.9382,0.9682
10B,Indonesian,layer_21,mean,47.8638,6.1924,0.812078,0.3862,0.5769,0.6412,0.723,0.7763,0.8254,0.8867,0.9288,0.9641
10B,Indonesian,layer_22,mean,56.4867,7.6471,0.818173,0.3389,0.5541,0.6235,0.7094,0.7658,0.8181,0.8828,0.9269,0.9633
10B,Indonesian,layer_23,mean,66.4649,9.5495,0.825793,0.2902,0.5308,0.6054,0.6946,0.7541,0.8085,0.8769,0.924,0.9624
10B,Indonesian,layer_24,mean,80.5449,12.1902,0.836392,0.2466,0.4906,0.5745,0.6735,0.7402,0.7998,0.8729,0.9223,0.962
10B,Indonesian,layer_25,mean,89.2366,15.4946,0.846898,0.1999,0.4604,0.5562,0.6676,0.741,0.8035,0.8766,0.9251,0.9636
10B,Indonesian,layer_26,mean,94.8367,19.4454,0.870654,0.1485,0.4298,0.5406,0.6638,0.7453,0.8117,0.8862,0.9326,0.9679
10B,Indonesian,layer_27,mean,96.3112,21.1544,0.882959,0.1413,0.4163,0.5334,0.6641,0.7483,0.8164,0.891,0.9365,0.9701
10B,Indonesian,layer_28,mean,86.702,19.5089,0.892918,0.1471,0.4345,0.5483,0.68,0.763,0.8289,0.9001,0.9425,0.9731
10B,Indonesian,layer_29,mean,78.6116,17.7883,0.894562,0.1463,0.4599,0.5673,0.6946,0.7739,0.8369,0.9052,0.9456,0.9746
10B,Italian,layer_0,last,170.9063,26.4754,1.341998,0.1773,0.293,0.3519,0.4563,0.5683,0.704,0.8724,0.9533,0.987
10B,Italian,layer_1,last,202.3095,23.7887,1.103789,0.193,0.2924,0.3485,0.44,0.5372,0.6609,0.825,0.9208,0.9727
10B,Italian,layer_2,last,206.4554,23.2051,1.00823,0.1933,0.3063,0.3641,0.4526,0.5433,0.6582,0.812,0.9056,0.9625
10B,Italian,layer_3,last,217.1216,22.4815,0.955886,0.1969,0.3094,0.3667,0.4521,0.5383,0.6475,0.7956,0.8897,0.9529
10B,Italian,layer_4,last,236.7606,24.1331,0.920609,0.1887,0.3026,0.3611,0.4458,0.5297,0.6353,0.7803,0.8755,0.9444
10B,Italian,layer_5,last,269.6748,27.6991,0.892367,0.1743,0.2877,0.3467,0.4308,0.5133,0.617,0.7612,0.8592,0.9351
10B,Italian,layer_6,last,320.6533,36.147,0.871671,0.1475,0.2637,0.3246,0.4085,0.4908,0.5943,0.74,0.8423,0.9257
10B,Italian,layer_7,last,385.4325,48.7404,0.847479,0.1203,0.2406,0.2995,0.3819,0.4633,0.5662,0.7156,0.8238,0.9151
10B,Italian,layer_8,last,451.7051,63.4889,0.827047,0.0988,0.2194,0.2776,0.358,0.4385,0.5405,0.692,0.8055,0.9045
10B,Italian,layer_9,last,517.6246,81.8355,0.806393,0.0761,0.202,0.2591,0.3372,0.4156,0.5164,0.6711,0.7891,0.8944
10B,Italian,layer_10,last,567.8619,96.5353,0.789377,0.0659,0.1881,0.2424,0.3204,0.3996,0.5018,0.6591,0.7783,0.8869
10B,Italian,layer_11,last,625.8901,109.358,0.767248,0.0588,0.1786,0.2329,0.3089,0.3843,0.4812,0.6373,0.7608,0.8758
10B,Italian,layer_12,last,678.7308,127.6776,0.753874,0.0545,0.1636,0.2164,0.2919,0.3682,0.4684,0.627,0.7521,0.8695
10B,Italian,layer_13,last,718.6577,135.5309,0.739322,0.0539,0.1573,0.2096,0.2855,0.3593,0.4565,0.6135,0.7406,0.8618
10B,Italian,layer_14,last,764.487,140.8303,0.720817,0.0525,0.1551,0.2078,0.2813,0.3504,0.441,0.5941,0.7238,0.8509
10B,Italian,layer_15,last,782.7573,143.8531,0.712323,0.0524,0.1533,0.2049,0.2788,0.3477,0.4373,0.5884,0.7184,0.8467
10B,Italian,layer_16,last,791.5103,141.2083,0.703184,0.0547,0.1535,0.2045,0.2794,0.3478,0.4357,0.5842,0.7137,0.8429
10B,Italian,layer_17,last,813.7637,141.9391,0.692161,0.0553,0.1528,0.2028,0.2765,0.3445,0.4304,0.5762,0.7055,0.8368
10B,Italian,layer_18,last,811.4369,134.9302,0.683966,0.059,0.1557,0.2058,0.2793,0.3473,0.4318,0.5745,0.7022,0.8336
10B,Italian,layer_19,last,809.1808,127.3579,0.675526,0.0628,0.1586,0.2088,0.2821,0.3489,0.4322,0.5724,0.6989,0.8304
10B,Italian,layer_20,last,779.2239,109.0081,0.665367,0.0723,0.1686,0.2198,0.2926,0.3581,0.4387,0.5744,0.6979,0.828
10B,Italian,layer_21,last,774.3454,98.3482,0.653075,0.0792,0.1755,0.2257,0.2967,0.3608,0.4385,0.5698,0.6913,0.8224
10B,Italian,layer_22,last,754.6144,90.196,0.647924,0.0847,0.1818,0.233,0.3033,0.3666,0.4431,0.5716,0.6916,0.8216
10B,Italian,layer_23,last,730.2745,83.271,0.644884,0.0897,0.1871,0.239,0.3102,0.3741,0.4504,0.5767,0.6944,0.8223
10B,Italian,layer_24,last,698.7974,75.1128,0.643919,0.097,0.1931,0.2461,0.3178,0.3825,0.4592,0.5839,0.6993,0.8247
10B,Italian,layer_25,last,642.0434,67.0088,0.647473,0.104,0.2006,0.2574,0.3337,0.401,0.4783,0.601,0.7121,0.8319
10B,Italian,layer_26,last,576.6678,61.8568,0.657021,0.1073,0.2112,0.2696,0.3526,0.4247,0.5041,0.6249,0.731,0.8434
10B,Italian,layer_27,last,464.8218,48.9939,0.665086,0.1178,0.2456,0.3067,0.3945,0.467,0.5444,0.6585,0.756,0.8581
10B,Italian,layer_28,last,317.5983,31.1762,0.673665,0.1419,0.3149,0.3755,0.4619,0.5293,0.5999,0.7028,0.7888,0.8776
10B,Italian,layer_29,last,220.4562,20.3769,0.676509,0.1795,0.3815,0.4383,0.5192,0.5802,0.6435,0.7357,0.8123,0.8913
10B,Italian,layer_0,mean,144.229,31.5367,1.201505,0.1499,0.2904,0.371,0.5078,0.6364,0.7685,0.9091,0.9677,0.9904
10B,Italian,layer_1,mean,114.7092,19.6471,1.111435,0.2026,0.3546,0.4346,0.56,0.6724,0.7875,0.9081,0.9611,0.9866
10B,Italian,layer_2,mean,70.2279,9.9304,1.03503,0.2939,0.4804,0.5451,0.6437,0.727,0.8122,0.9072,0.9558,0.9833
10B,Italian,layer_3,mean,30.4148,4.5211,0.988426,0.4582,0.6218,0.6746,0.7457,0.8034,0.8616,0.9279,0.9635,0.9852
10B,Italian,layer_4,mean,19.4366,3.3019,0.956385,0.5428,0.6869,0.7355,0.7949,0.8408,0.8864,0.9386,0.9675,0.9862
10B,Italian,layer_5,mean,17.7576,3.1019,0.930807,0.5618,0.6966,0.7495,0.8079,0.8504,0.892,0.9399,0.9671,0.9855
10B,Italian,layer_6,mean,17.1703,2.9524,0.908784,0.5772,0.7009,0.751,0.8073,0.8487,0.8895,0.9369,0.9646,0.984
10B,Italian,layer_7,mean,18.4021,3.1198,0.893016,0.5609,0.691,0.7464,0.8067,0.849,0.8896,0.936,0.9633,0.983
10B,Italian,layer_8,mean,18.7548,3.0923,0.876037,0.5637,0.687,0.742,0.803,0.8451,0.8856,0.9322,0.9604,0.9813
10B,Italian,layer_9,mean,17.4926,2.8978,0.859443,0.5833,0.6959,0.7471,0.805,0.8456,0.8849,0.9306,0.9587,0.9801
10B,Italian,layer_10,mean,16.7139,2.8224,0.847142,0.5913,0.7017,0.7515,0.8098,0.8502,0.8882,0.9316,0.9588,0.9798
10B,Italian,layer_11,mean,14.5994,2.5854,0.833953,0.6187,0.7195,0.7651,0.8197,0.8573,0.8926,0.9334,0.9593,0.9798
10B,Italian,layer_12,mean,13.788,2.5409,0.832464,0.6241,0.7267,0.7706,0.8274,0.8656,0.8996,0.9379,0.962,0.981
10B,Italian,layer_13,mean,15.2952,2.7361,0.828706,0.6006,0.7141,0.7622,0.8238,0.8636,0.8981,0.9369,0.9611,0.9804
10B,Italian,layer_14,mean,15.8423,2.7318,0.814592,0.6011,0.7115,0.7576,0.8165,0.8559,0.8908,0.9312,0.9571,0.9781
10B,Italian,layer_15,mean,17.7361,2.9677,0.812856,0.5756,0.6983,0.7481,0.8109,0.8523,0.8881,0.9295,0.956,0.9775
10B,Italian,layer_16,mean,20.7652,3.2794,0.812123,0.5464,0.6767,0.7294,0.7972,0.8428,0.8814,0.9257,0.9535,0.9761
10B,Italian,layer_17,mean,24.7918,3.7629,0.811994,0.5081,0.6524,0.7106,0.7849,0.8351,0.8762,0.9225,0.9516,0.975
10B,Italian,layer_18,mean,28.9482,4.2254,0.809028,0.4778,0.6296,0.6911,0.7714,0.8259,0.87,0.9187,0.9489,0.9735
10B,Italian,layer_19,mean,32.7929,4.4891,0.799543,0.4631,0.614,0.6756,0.756,0.812,0.858,0.9095,0.9425,0.9699
10B,Italian,layer_20,mean,40.7308,5.5761,0.799929,0.4112,0.5792,0.6503,0.7414,0.803,0.8524,0.9057,0.9397,0.9684
10B,Italian,layer_21,mean,54.6256,7.0587,0.805466,0.3616,0.5349,0.6109,0.7082,0.7758,0.8308,0.8906,0.9302,0.964
10B,Italian,layer_22,mean,67.0563,8.8603,0.812731,0.3174,0.5008,0.582,0.6864,0.7588,0.8195,0.8847,0.9272,0.9627
10B,Italian,layer_23,mean,82.022,11.4906,0.820668,0.2713,0.4649,0.5528,0.6658,0.743,0.8078,0.8777,0.9235,0.9613
10B,Italian,layer_24,mean,99.7109,16.1657,0.834185,0.2178,0.4162,0.5147,0.6448,0.7325,0.8043,0.878,0.9246,0.9623
10B,Italian,layer_25,mean,105.3073,21.6671,0.847543,0.1664,0.3941,0.5038,0.6465,0.7397,0.8146,0.8868,0.9307,0.9656
10B,Italian,layer_26,mean,110.7126,27.8605,0.873739,0.1204,0.3645,0.4833,0.6415,0.7437,0.8229,0.8963,0.9385,0.9702
10B,Italian,layer_27,mean,109.5686,29.3087,0.88679,0.0986,0.3618,0.4813,0.6436,0.7476,0.8274,0.901,0.9423,0.9724
10B,Italian,layer_28,mean,103.2763,27.4224,0.896895,0.1128,0.3784,0.49,0.6511,0.7542,0.8331,0.9059,0.946,0.9745
10B,Italian,layer_29,mean,94.758,24.4602,0.899293,0.1226,0.4019,0.5104,0.6642,0.7631,0.839,0.9097,0.9484,0.9757
10B,Swahili,layer_0,last,84.6988,11.6941,1.780186,0.2786,0.4087,0.4701,0.5718,0.6726,0.7865,0.92,0.9782,0.9977
10B,Swahili,layer_1,last,94.1083,10.903,1.468305,0.2921,0.4118,0.4741,0.5661,0.6556,0.7576,0.8872,0.9569,0.9903
10B,Swahili,layer_2,last,92.3429,11.157,1.291514,0.2841,0.4306,0.4989,0.5906,0.6716,0.763,0.8803,0.9475,0.9851
10B,Swahili,layer_3,last,103.2846,12.2846,1.215788,0.2686,0.4199,0.4886,0.5801,0.6599,0.7497,0.8668,0.9373,0.9804
10B,Swahili,layer_4,last,111.9781,13.6291,1.161946,0.2525,0.4126,0.4846,0.5772,0.6556,0.7433,0.8582,0.9298,0.9766
10B,Swahili,layer_5,last,116.9637,15.0772,1.117754,0.2354,0.4143,0.4889,0.5814,0.6571,0.7416,0.8529,0.9243,0.9735
10B,Swahili,layer_6,last,130.9733,18.3939,1.091487,0.204,0.397,0.4766,0.5718,0.6482,0.7337,0.8451,0.9182,0.9705
10B,Swahili,layer_7,last,152.742,22.7164,1.065283,0.1745,0.375,0.4558,0.5503,0.6281,0.7161,0.8322,0.9092,0.9662
10B,Swahili,layer_8,last,162.769,24.8969,1.047699,0.1616,0.365,0.4478,0.5437,0.6218,0.7098,0.8256,0.9039,0.9634
10B,Swahili,layer_9,last,174.8508,27.5465,1.029206,0.1471,0.3561,0.4395,0.5339,0.6128,0.7013,0.8182,0.898,0.9601
10B,Swahili,layer_10,last,173.8752,27.4589,1.012273,0.1419,0.3633,0.4442,0.5339,0.614,0.7019,0.8173,0.8958,0.9581
10B,Swahili,layer_11,last,179.8815,28.2532,0.990552,0.1343,0.3628,0.4449,0.5328,0.6105,0.6955,0.8097,0.8894,0.9543
10B,Swahili,layer_12,last,190.7721,29.3088,0.971375,0.1339,0.3547,0.4328,0.5213,0.6005,0.6877,0.8044,0.885,0.9512
10B,Swahili,layer_13,last,198.1249,29.2827,0.949634,0.1372,0.3517,0.4293,0.5174,0.5948,0.68,0.7963,0.8783,0.9471
10B,Swahili,layer_14,last,210.3399,30.4881,0.927444,0.1334,0.346,0.4247,0.5116,0.5863,0.669,0.7849,0.8696,0.9422
10B,Swahili,layer_15,last,217.7178,31.7108,0.917147,0.1303,0.3388,0.418,0.5072,0.5831,0.6659,0.7818,0.8666,0.94
10B,Swahili,layer_16,last,225.556,32.4183,0.901395,0.1309,0.3309,0.4133,0.5048,0.5799,0.6612,0.7761,0.8617,0.9367
10B,Swahili,layer_17,last,236.2835,33.7684,0.887614,0.1277,0.3237,0.408,0.5003,0.5739,0.6537,0.7685,0.8557,0.933
10B,Swahili,layer_18,last,239.972,33.0209,0.874063,0.1331,0.3213,0.4071,0.4991,0.5718,0.6504,0.7637,0.8511,0.9299
10B,Swahili,layer_19,last,240.9423,32.0651,0.86141,0.1389,0.3197,0.4081,0.5003,0.5718,0.6489,0.7606,0.8479,0.9274
10B,Swahili,layer_20,last,238.6239,30.4059,0.846852,0.1466,0.3217,0.4125,0.5037,0.5737,0.649,0.7584,0.8449,0.9247
10B,Swahili,layer_21,last,250.5511,30.3917,0.832657,0.1496,0.3157,0.4074,0.4967,0.5644,0.638,0.7481,0.8369,0.9197
10B,Swahili,layer_22,last,247.1995,29.3304,0.824319,0.1543,0.318,0.4104,0.4997,0.5666,0.6396,0.7487,0.8364,0.9186
10B,Swahili,layer_23,last,243.9259,29.0142,0.820003,0.1549,0.3212,0.4135,0.5029,0.5689,0.6414,0.7501,0.8371,0.9186
10B,Swahili,layer_24,last,245.2264,28.76,0.816011,0.1572,0.3204,0.4112,0.5011,0.5674,0.6405,0.7499,0.8371,0.9182
10B,Swahili,layer_25,last,237.0195,27.4237,0.812678,0.1629,0.327,0.4164,0.5063,0.5726,0.6455,0.7541,0.8397,0.9191
10B,Swahili,layer_26,last,224.1911,25.9178,0.81483,0.1689,0.3351,0.4208,0.5138,0.5815,0.6551,0.7631,0.8463,0.9224
10B,Swahili,layer_27,last,170.74,18.8326,0.817315,0.2047,0.3814,0.4634,0.5556,0.6208,0.6904,0.7892,0.8637,0.9311
10B,Swahili,layer_28,last,94.6715,10.0048,0.82599,0.2982,0.4755,0.5491,0.6352,0.6929,0.7527,0.8342,0.8934,0.9462
10B,Swahili,layer_29,last,56.4147,6.4316,0.831174,0.3812,0.5557,0.621,0.6985,0.7485,0.799,0.8663,0.9142,0.9567
10B,Swahili,layer_0,mean,128.7646,31.1282,1.198526,0.1361,0.3202,0.4042,0.5422,0.6644,0.7878,0.918,0.9706,0.991
10B,Swahili,layer_1,mean,112.6405,19.3849,1.114749,0.2012,0.369,0.4408,0.5629,0.6725,0.7853,0.9079,0.9614,0.9867
10B,Swahili,layer_2,mean,68.299,9.678,1.047438,0.2989,0.4887,0.5494,0.6444,0.728,0.8134,0.9105,0.9582,0.9843
10B,Swahili,layer_3,mean,29.3678,4.369,1.00829,0.4669,0.6282,0.6729,0.7422,0.8021,0.8626,0.931,0.966,0.9865
10B,Swahili,layer_4,mean,17.5763,3.0276,0.980362,0.5684,0.7006,0.7363,0.792,0.8399,0.8877,0.9419,0.9704,0.9877
10B,Swahili,layer_5,mean,15.707,2.8087,0.960133,0.5917,0.7136,0.7492,0.8041,0.8498,0.8942,0.944,0.9707,0.9875
10B,Swahili,layer_6,mean,15.0228,2.7004,0.941622,0.6044,0.72,0.7546,0.8077,0.8515,0.8944,0.9429,0.9694,0.9866
10B,Swahili,layer_7,mean,14.9411,2.6672,0.925166,0.6087,0.7192,0.7546,0.8085,0.8522,0.8946,0.9421,0.9683,0.9858
10B,Swahili,layer_8,mean,14.1893,2.5532,0.906886,0.6228,0.7256,0.7597,0.8116,0.8534,0.8942,0.9406,0.9667,0.9848
10B,Swahili,layer_9,mean,12.9546,2.4143,0.89146,0.6409,0.7368,0.7698,0.8188,0.8582,0.8967,0.9409,0.9664,0.9843
10B,Swahili,layer_10,mean,11.9317,2.3242,0.877915,0.6533,0.7486,0.7804,0.8271,0.8647,0.901,0.9425,0.9667,0.9842
10B,Swahili,layer_11,mean,10.1153,2.1346,0.865768,0.6823,0.7685,0.7982,0.841,0.875,0.9077,0.9455,0.968,0.9846
10B,Swahili,layer_12,mean,8.6771,2.0014,0.860502,0.7049,0.7874,0.8153,0.8551,0.8866,0.9163,0.9503,0.9706,0.9858
10B,Swahili,layer_13,mean,8.8298,2.0301,0.851572,0.6996,0.7866,0.8152,0.856,0.8872,0.9163,0.9497,0.97,0.9853
10B,Swahili,layer_14,mean,9.2784,2.071,0.838735,0.6925,0.7819,0.8109,0.8525,0.8836,0.9126,0.9465,0.9676,0.9839
10B,Swahili,layer_15,mean,9.7634,2.1347,0.834678,0.6817,0.7767,0.8069,0.8504,0.8822,0.9117,0.9457,0.9669,0.9835
10B,Swahili,layer_16,mean,11.5167,2.3283,0.832174,0.6518,0.7577,0.7907,0.8389,0.8734,0.905,0.9414,0.9641,0.982
10B,Swahili,layer_17,mean,13.696,2.5467,0.831124,0.6223,0.7369,0.7731,0.8249,0.8619,0.8959,0.9355,0.9605,0.9802
10B,Swahili,layer_18,mean,17.1615,2.9228,0.832539,0.5792,0.7078,0.7495,0.8089,0.8506,0.8876,0.9302,0.9571,0.9785
10B,Swahili,layer_19,mean,19.756,3.1447,0.828192,0.5574,0.6908,0.7342,0.7957,0.8382,0.8766,0.9224,0.9521,0.976
10B,Swahili,layer_20,mean,24.5216,3.6373,0.829788,0.5158,0.6615,0.7088,0.7772,0.8243,0.8663,0.9159,0.9481,0.9741
10B,Swahili,layer_21,mean,36.2631,4.7087,0.848176,0.4498,0.6044,0.6592,0.7368,0.7902,0.8395,0.9003,0.9399,0.9708
10B,Swahili,layer_22,mean,43.6028,5.5918,0.853261,0.4087,0.5768,0.6395,0.7215,0.7779,0.8301,0.8949,0.937,0.9697
10B,Swahili,layer_23,mean,54.302,6.9232,0.864779,0.3618,0.5437,0.6109,0.699,0.7601,0.8174,0.8879,0.934,0.9687
10B,Swahili,layer_24,mean,67.168,8.9324,0.872657,0.3113,0.5068,0.5826,0.6798,0.7468,0.8082,0.8831,0.9317,0.968
10B,Swahili,layer_25,mean,77.8896,10.8729,0.876916,0.2747,0.4809,0.5617,0.6643,0.7354,0.8008,0.8792,0.9297,0.9672
10B,Swahili,layer_26,mean,90.1586,14.5838,0.894358,0.2235,0.4463,0.5407,0.6522,0.7297,0.8001,0.8819,0.9327,0.9692
10B,Swahili,layer_27,mean,85.085,14.6285,0.904201,0.2248,0.4501,0.5494,0.6654,0.7434,0.8123,0.8911,0.9387,0.9721
10B,Swahili,layer_28,mean,74.1741,12.9595,0.914481,0.2464,0.4642,0.5666,0.6858,0.7641,0.83,0.9034,0.9462,0.9757
10B,Swahili,layer_29,mean,64.7109,11.561,0.917709,0.2621,0.4855,0.5875,0.7062,0.7813,0.8432,0.9117,0.951,0.9778
10B,Spanish,layer_0,last,155.9253,23.9354,1.380392,0.1844,0.301,0.36,0.4675,0.5808,0.7196,0.8833,0.9571,0.9881
10B,Spanish,layer_1,last,188.1139,21.4652,1.113209,0.2035,0.304,0.3538,0.4457,0.5441,0.6697,0.8343,0.925,0.9736
10B,Spanish,layer_2,last,197.444,21.2162,1.012444,0.204,0.3105,0.3627,0.4544,0.5464,0.6635,0.8182,0.9077,0.9627
10B,Spanish,layer_3,last,215.2561,21.6195,0.960116,0.2024,0.3085,0.3597,0.4482,0.5367,0.6487,0.7988,0.8903,0.9524
10B,Spanish,layer_4,last,234.9076,23.5023,0.924426,0.1917,0.3048,0.3557,0.4432,0.5282,0.6361,0.7823,0.8755,0.9439
10B,Spanish,layer_5,last,263.6815,26.8628,0.896248,0.1757,0.2945,0.3449,0.4317,0.5149,0.6195,0.7638,0.8599,0.9349
10B,Spanish,layer_6,last,308.953,33.8643,0.876793,0.151,0.2754,0.326,0.4112,0.4937,0.5972,0.743,0.8438,0.9262
10B,Spanish,layer_7,last,365.7033,43.5441,0.854873,0.1268,0.2533,0.3027,0.3861,0.4681,0.5709,0.7202,0.8269,0.9167
10B,Spanish,layer_8,last,417.9477,52.6336,0.835878,0.1104,0.237,0.2853,0.3666,0.4469,0.5481,0.6992,0.8107,0.9074
10B,Spanish,layer_9,last,472.9233,64.371,0.816213,0.0923,0.223,0.2702,0.3491,0.4262,0.5255,0.6794,0.7957,0.8983
10B,Spanish,layer_10,last,503.982,70.3716,0.800035,0.0866,0.214,0.2595,0.339,0.4164,0.5161,0.671,0.7875,0.8923
10B,Spanish,layer_11,last,545.5333,75.066,0.778657,0.0834,0.208,0.2534,0.3313,0.4043,0.4988,0.6518,0.772,0.8825
10B,Spanish,layer_12,last,587.5616,83.8916,0.76589,0.0782,0.1951,0.2388,0.3151,0.3901,0.4876,0.6424,0.7641,0.8769
10B,Spanish,layer_13,last,622.9659,88.0759,0.751759,0.0773,0.1887,0.2322,0.3075,0.381,0.4756,0.629,0.7529,0.8695
10B,Spanish,layer_14,last,665.5057,91.2166,0.733709,0.0767,0.1855,0.229,0.3018,0.3707,0.4593,0.6097,0.7364,0.8591
10B,Spanish,layer_15,last,684.2182,92.8648,0.724996,0.076,0.1825,0.2252,0.298,0.3669,0.4545,0.6032,0.7305,0.8548
10B,Spanish,layer_16,last,694.3989,92.3118,0.715882,0.0771,0.1811,0.2241,0.2974,0.366,0.4525,0.5987,0.7257,0.8509
10B,Spanish,layer_17,last,714.7362,92.7713,0.704625,0.0773,0.1791,0.2223,0.2939,0.3621,0.4469,0.5907,0.7176,0.845
